Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position
SYN-673237,SS,Yainer,Yainer Diaz,Diaz,7.31,0,3000,HOU@SEA,HOU,SEA,,,0,,9,SS
SYN-677594,3B,Julio,Julio Rodriguez,Rodriguez,9.83,0,3100,SEA@HOU,SEA,HOU,,,0,,3,3B
SYN-680977,OF,Brendan,Brendan Donovan,Donovan,10.18,0,3200,SEA@HOU,SEA,HOU,,,0,,1,OF
SYN-686527,C/1B,Dominic,Dominic Canzone,Canzone,7.25,0,3000,SEA@HOU,SEA,HOU,,,0,,7,C/1B
SYN-694388,3B,Joey,Joey Loperfido,Loperfido,6.15,0,3000,HOU@SEA,HOU,SEA,,,0,,8,3B
SYN-701358,C/1B,Cam,Cam Smith,Smith,7.01,0,3000,HOU@SEA,HOU,SEA,,,0,,7,C/1B
SYN-702284,OF,Cole,Cole Young,Young,7.46,0,3000,SEA@HOU,SEA,HOU,,,0,,9,OF
SYN-592518,OF,Manny,Manny Machado,Machado,9.74,0,3100,SD @COL,SD ,COL,,,0,,4,OF
SYN-593428,SS,Xander,Xander Bogaerts,Bogaerts,8.08,0,3000,SD @COL,SD ,COL,,,0,,6,SS
SYN-609280,C/1B,Miguel,Miguel Andujar,Andujar,8.31,0,3000,SD @COL,SD ,COL,,,0,,5,C/1B
SYN-630105,3B,Jake,Jake Cronenworth,Cronenworth,7.43,0,3000,SD @COL,SD ,COL,,,0,,8,3B
SYN-650489,OF,Willi,Willi Castro,Castro,6.01,0,3000,COL@SD ,COL,SD ,,,0,,7,OF
SYN-657656,3B,Ramon,Ramon Laureano,Laureano,10.15,0,3200,SD @COL,SD ,COL,,,0,,1,3B
SYN-664034,OF,Ty,Ty France,France,7.75,0,3000,SD @COL,SD ,COL,,,0,,7,OF
SYN-665487,OF,Fernando,Fernando Tatis Jr.,Tatis Jr.,10.26,0,3200,SD @COL,SD ,COL,,,0,,2,OF
SYN-666160,OF,Mickey,Mickey Moniak,Moniak,7.52,0,3000,COL@SD ,COL,SD ,,,0,,2,OF
SYN-666397,2B,Edouard,Edouard Julien,Julien,7.0,0,3000,COL@SD ,COL,SD ,,,0,,1,2B
SYN-669134,SS,Luis,Luis Campusano,Campusano,6.08,0,3000,SD @COL,SD ,COL,,,0,,9,SS
SYN-678662,2B,Ezequiel,Ezequiel Tovar,Tovar,7.35,0,3000,COL@SD ,COL,SD ,,,0,,5,2B
SYN-681198,3B,TJ,TJ Rumfield,Rumfield,5.84,0,3000,COL@SD ,COL,SD ,,,0,,4,3B
SYN-686668,SS,Brenton,Brenton Doyle,Doyle,6.31,0,3000,COL@SD ,COL,SD ,,,0,,8,SS
SYN-687859,OF,Troy,Troy Johnston,Johnston,5.69,0,3000,COL@SD ,COL,SD ,,,0,,6,OF
SYN-691720,OF,Kyle,Kyle Karros,Karros,5.24,0,3000,COL@SD ,COL,SD ,,,0,,9,OF
SYN-696100,OF,Hunter,Hunter Goodman,Goodman,6.9,0,3000,COL@SD ,COL,SD ,,,0,,3,OF
SYN-701538,3B,Jackson,Jackson Merrill,Merrill,10.18,0,3200,SD @COL,SD ,COL,,,0,,3,3B
SYN-545121,2B,Ildemaro,Ildemaro Vargas,Vargas,8.59,0,3100,ARI@PHI,ARI,PHI,,,0,,7,2B
SYN-547180,OF,Bryce,Bryce Harper,Harper,11.41,0,3200,PHI@ARI,PHI,ARI,,,0,,3,OF
SYN-571448,C/1B,Nolan,Nolan Arenado,Arenado,7.9,0,3000,ARI@PHI,ARI,PHI,,,0,,6,C/1B
SYN-592663,C/1B,J.T.,J.T. Realmuto,Realmuto,8.49,0,3000,PHI@ARI,PHI,ARI,,,0,,8,C/1B
SYN-606466,C/1B,Ketel,Ketel Marte,Marte,10.08,0,3200,ARI@PHI,ARI,PHI,,,0,,1,C/1B
SYN-607208,2B,Trea,Trea Turner,Turner,10.5,0,3200,PHI@ARI,PHI,ARI,,,0,,1,2B
SYN-656941,2B,Kyle,Kyle Schwarber,Schwarber,12.09,0,3300,PHI@ARI,PHI,ARI,,,0,,2,2B
SYN-664761,OF,Alec,Alec Bohm,Bohm,9.46,0,3100,PHI@ARI,PHI,ARI,,,0,,4,OF
SYN-666969,C/1B,Adolis,Adolis Garcia,Garcia,9.19,0,3100,PHI@ARI,PHI,ARI,,,0,,6,C/1B
SYN-669016,OF,Brandon,Brandon Marsh,Marsh,9.33,0,3100,PHI@ARI,PHI,ARI,,,0,,7,OF
SYN-672515,OF,Gabriel,Gabriel Moreno,Moreno,9.29,0,3100,ARI@PHI,ARI,PHI,,,0,,4,OF
SYN-672695,OF,Geraldo,Geraldo Perdomo,Perdomo,11.53,0,3300,ARI@PHI,ARI,PHI,,,0,,3,OF
SYN-677950,SS,Alek,Alek Thomas,Thomas,7.36,0,3000,ARI@PHI,ARI,PHI,,,0,,8,SS
SYN-678489,C/1B,Jorge,Jorge Barrosa,Barrosa,7.25,0,3000,ARI@PHI,ARI,PHI,,,0,,9,C/1B
SYN-680728,C/1B,Adrian,Adrian Del Castillo,Del Castillo,7.74,0,3000,ARI@PHI,ARI,PHI,,,0,,5,C/1B
SYN-681082,SS,Bryson,Bryson Stott,Stott,10.16,0,3200,PHI@ARI,PHI,ARI,,,0,,5,SS
SYN-682998,OF,Corbin,Corbin Carroll,Carroll,11.52,0,3300,ARI@PHI,ARI,PHI,,,0,,2,OF
SYN-702222,C/1B,Justin,Justin Crawford,Crawford,6.81,0,3000,PHI@ARI,PHI,ARI,,,0,,9,C/1B
SYN-543760,SS,Marcus,Marcus Semien,Semien,7.9,0,3000,NYM@ATH,NYM,ATH,,,0,,7,SS
SYN-593871,OF,Jorge,Jorge Polanco,Polanco,8.4,0,3000,NYM@ATH,NYM,ATH,,,0,,3,OF
SYN-596019,2B,Francisco,Francisco Lindor,Lindor,10.63,0,3200,NYM@ATH,NYM,ATH,,,0,,1,2B
SYN-643446,OF,Jeff,Jeff McNeil,McNeil,7.32,0,3000,ATH@NYM,ATH,NYM,,,0,,6,OF
SYN-666126,C/1B,Carlos,Carlos Cortes,Cortes,6.55,0,3000,ATH@NYM,ATH,NYM,,,0,,8,C/1B
SYN-666182,SS,Bo,Bo Bichette,Bichette,8.93,0,3100,NYM@ATH,NYM,ATH,,,0,,2,SS
SYN-668901,2B,Mark,Mark Vientos,Vientos,6.63,0,3000,NYM@ATH,NYM,ATH,,,0,,6,2B
SYN-669127,C/1B,Shea,Shea Langeliers,Langeliers,7.75,0,3000,ATH@NYM,ATH,NYM,,,0,,3,C/1B
SYN-671732,SS,Lawrence,Lawrence Butler,Butler,9.26,0,3100,ATH@NYM,ATH,NYM,,,0,,1,SS
SYN-672016,3B,Denzel,Denzel Clarke,Clarke,5.3,0,3000,ATH@NYM,ATH,NYM,,,0,,9,3B
SYN-673357,2B,Luis,Luis Robert,Robert,9.1,0,3100,NYM@ATH,NYM,ATH,,,0,,4,2B
SYN-682626,OF,Francisco,Francisco Alvarez,Alvarez,7.05,0,3000,NYM@ATH,NYM,ATH,,,0,,9,OF
SYN-683146,2B,Brett,Brett Baty,Baty,7.7,0,3000,NYM@ATH,NYM,ATH,,,0,,5,2B
SYN-691016,C/1B,Tyler,Tyler Soderstrom,Soderstrom,7.48,0,3000,ATH@NYM,ATH,NYM,,,0,,4,C/1B
SYN-691777,OF,Max,Max Muncy,Muncy,6.76,0,3000,ATH@NYM,ATH,NYM,,,0,,7,OF
SYN-701762,OF,Nick,Nick Kurtz,Kurtz,8.07,0,3000,ATH@NYM,ATH,NYM,,,0,,2,OF
SYN-701807,C/1B,Carson,Carson Benge,Benge,6.92,0,3000,NYM@ATH,NYM,ATH,,,0,,8,C/1B
SYN-805779,C/1B,Jacob,Jacob Wilson,Wilson,7.02,0,3000,ATH@NYM,ATH,NYM,,,0,,5,C/1B
SYN-592885,OF,Christian,Christian Yelich,Yelich,11.34,0,3200,MIL@WAS,MIL,WAS,,,0,,3,OF
SYN-641343,SS,Jake,Jake Bauers,Bauers,11.28,0,3200,MIL@WAS,MIL,WAS,,,0,,4,SS
SYN-660688,3B,Keibert,Keibert Ruiz,Ruiz,6.31,0,3000,WAS@MIL,WAS,MIL,,,0,,8,3B
SYN-661388,C/1B,William,William Contreras,Contreras,11.63,0,3300,MIL@WAS,MIL,WAS,,,0,,2,C/1B
SYN-663368,3B,Blake,Blake Perkins,Perkins,8.3,0,3000,MIL@WAS,MIL,WAS,,,0,,8,3B
SYN-666152,C/1B,David,David Hamilton,Hamilton,10.06,0,3200,MIL@WAS,MIL,WAS,,,0,,7,C/1B
SYN-668930,C/1B,Brice,Brice Turang,Turang,11.25,0,3200,MIL@WAS,MIL,WAS,,,0,,1,C/1B
SYN-669003,OF,Garrett,Garrett Mitchell,Mitchell,9.99,0,3100,MIL@WAS,MIL,WAS,,,0,,5,OF
SYN-671277,C/1B,Luis,Luis Garcia,Garcia,9.95,0,3100,WAS@MIL,WAS,MIL,,,0,,2,C/1B
SYN-677588,2B,Jose,Jose Tena,Tena,7.19,0,3000,WAS@MIL,WAS,MIL,,,0,,7,2B
SYN-682928,2B,C.J.,C.J. Abrams,Abrams,9.07,0,3100,WAS@MIL,WAS,MIL,,,0,,5,2B
SYN-683083,OF,Nasim,Nasim Nunez,Nunez,7.72,0,3000,WAS@MIL,WAS,MIL,,,0,,6,OF
SYN-686217,2B,Sal,Sal Frelick,Frelick,9.31,0,3100,MIL@WAS,MIL,WAS,,,0,,6,2B
SYN-687401,SS,Joey,Joey Ortiz,Ortiz,7.06,0,3000,MIL@WAS,MIL,WAS,,,0,,9,SS
SYN-691781,OF,Brady,Brady House,House,7.86,0,3000,WAS@MIL,WAS,MIL,,,0,,3,OF
SYN-695578,3B,James,James Wood,Wood,10.58,0,3200,WAS@MIL,WAS,MIL,,,0,,1,3B
SYN-695734,3B,Daylen,Daylen Lile,Lile,8.68,0,3100,WAS@MIL,WAS,MIL,,,0,,4,3B
SYN-696285,SS,Jacob,Jacob Young,Young,6.67,0,3000,WAS@MIL,WAS,MIL,,,0,,9,SS
SYN-518692,OF,Freddie,Freddie Freeman,Freeman,8.66,0,3100,LAD@TEX,LAD,TEX,,,0,,4,OF
SYN-571970,OF,Max,Max Muncy,Muncy,8.1,0,3000,LAD@TEX,LAD,TEX,,,0,,5,OF
SYN-592626,OF,Joc,Joc Pederson,Pederson,8.81,0,3100,TEX@LAD,TEX,LAD,,,0,,5,OF
SYN-606192,OF,Teoscar,Teoscar Hernandez,Hernandez,7.74,0,3000,LAD@TEX,LAD,TEX,,,0,,6,OF
SYN-607043,C/1B,Brandon,Brandon Nimmo,Nimmo,10.37,0,3200,TEX@LAD,TEX,LAD,,,0,,1,C/1B
SYN-608369,3B,Corey,Corey Seager,Seager,11.47,0,3300,TEX@LAD,TEX,LAD,,,0,,3,3B
SYN-643376,3B,Danny,Danny Jansen,Jansen,8.23,0,3000,TEX@LAD,TEX,LAD,,,0,,7,3B
SYN-660271,C/1B,Shohei,Shohei Ohtani,Ohtani,12.03,0,3300,LAD@TEX,LAD,TEX,,,0,,1,C/1B
SYN-663656,OF,Kyle,Kyle Tucker,Tucker,8.92,0,3100,LAD@TEX,LAD,TEX,,,0,,2,OF
SYN-669257,C/1B,Will,Will Smith,Smith,8.38,0,3000,LAD@TEX,LAD,TEX,,,0,,3,C/1B
SYN-669394,3B,Jake,Jake Burger,Burger,9.45,0,3100,TEX@LAD,TEX,LAD,,,0,,4,3B
SYN-669701,3B,Josh,Josh Smith,Smith,8.44,0,3000,TEX@LAD,TEX,LAD,,,0,,8,3B
SYN-673962,C/1B,Josh,Josh Jung,Jung,7.72,0,3000,TEX@LAD,TEX,LAD,,,0,,9,C/1B
SYN-681624,C/1B,Andy,Andy Pages,Pages,6.96,0,3000,LAD@TEX,LAD,TEX,,,0,,7,C/1B
SYN-690976,C/1B,Alex,Alex Freeland,Freeland,5.05,0,3000,LAD@TEX,LAD,TEX,,,0,,9,C/1B
SYN-694497,3B,Evan,Evan Carter,Carter,8.69,0,3100,TEX@LAD,TEX,LAD,,,0,,6,3B
SYN-694671,C/1B,Wyatt,Wyatt Langford,Langford,11.71,0,3300,TEX@LAD,TEX,LAD,,,0,,2,C/1B
SYN-808975,C/1B,Hyeseong,Hyeseong Kim,Kim,5.21,0,3000,LAD@TEX,LAD,TEX,,,0,,8,C/1B
SYN-521692,OF,Salvador,Salvador Perez,Perez,12.03,0,3300,KC @CHW,KC ,CHW,,,0,,4,OF
SYN-656537,C/1B,Derek,Derek Hill,Hill,8.33,0,3000,CHW@KC ,CHW,KC ,,,0,,9,C/1B
SYN-663697,3B,Jonathan,Jonathan India,India,9.87,0,3100,KC @CHW,KC ,CHW,,,0,,6,3B
SYN-664728,SS,Kyle,Kyle Isbel,Isbel,8.28,0,3000,KC @CHW,KC ,CHW,,,0,,9,SS
SYN-672580,OF,Maikel,Maikel Garcia,Garcia,12.64,0,3300,KC @CHW,KC ,CHW,,,0,,1,OF
SYN-672820,3B,Lenyn,Lenyn Sosa,Sosa,11.11,0,3200,CHW@KC ,CHW,KC ,,,0,,2,3B
SYN-677951,2B,Bobby,Bobby Witt Jr.,Witt Jr.,13.45,0,3400,KC @CHW,KC ,CHW,,,0,,2,2B
SYN-678246,OF,Miguel,Miguel Vargas,Vargas,10.4,0,3200,CHW@KC ,CHW,KC ,,,0,,4,OF
SYN-682668,3B,Luisangel,Luisangel Acuna,Acuna,7.7,0,3000,CHW@KC ,CHW,KC ,,,0,,8,3B
SYN-686469,OF,Vinnie,Vinnie Pasquantino,Pasquantino,12.65,0,3300,KC @CHW,KC ,CHW,,,0,,3,OF
SYN-686555,OF,Isaac,Isaac Collins,Collins,10.2,0,3200,KC @CHW,KC ,CHW,,,0,,8,OF
SYN-695020,3B,Tanner,Tanner Murray,Murray,6.16,0,3000,CHW@KC ,CHW,KC ,,,0,,7,3B
SYN-695506,C/1B,Jac,Jac Caglianone,Caglianone,9.29,0,3100,KC @CHW,KC ,CHW,,,0,,7,C/1B
SYN-695600,C/1B,Carter,Carter Jensen,Jensen,10.01,0,3200,KC @CHW,KC ,CHW,,,0,,5,C/1B
SYN-695657,OF,Colson,Colson Montgomery,Montgomery,9.89,0,3100,CHW@KC ,CHW,KC ,,,0,,5,OF
SYN-700337,OF,Edgar,Edgar Quero,Quero,7.81,0,3000,CHW@KC ,CHW,KC ,,,0,,6,OF
SYN-805367,OF,Chase,Chase Meidroth,Meidroth,9.1,0,3100,CHW@KC ,CHW,KC ,,,0,,1,OF
SYN-808959,OF,Munetaka,Munetaka Murakami,Murakami,8.93,0,3100,CHW@KC ,CHW,KC ,,,0,,3,OF
SYN-596103,OF,Austin,Austin Slater,Slater,7.13,0,3000,MIA@DET,MIA,DET,,,0,,1,OF
SYN-650402,C/1B,Gleyber,Gleyber Torres,Torres,7.96,0,3000,DET@MIA,DET,MIA,,,0,,3,C/1B
SYN-656716,C/1B,Zach,Zach McKinstry,McKinstry,7.48,0,3000,DET@MIA,DET,MIA,,,0,,7,C/1B
SYN-669364,C/1B,Xavier,Xavier Edwards,Edwards,8.29,0,3000,MIA@DET,MIA,DET,,,0,,7,C/1B
SYN-672640,OF,Otto,Otto Lopez,Lopez,8.35,0,3000,MIA@DET,MIA,DET,,,0,,4,OF
SYN-672761,OF,Wenceel,Wenceel Perez,Perez,7.04,0,3000,DET@MIA,DET,MIA,,,0,,9,OF
SYN-679529,C/1B,Spencer,Spencer Torkelson,Torkelson,7.11,0,3000,DET@MIA,DET,MIA,,,0,,8,C/1B
SYN-681393,3B,Connor,Connor Norby,Norby,6.6,0,3000,MIA@DET,MIA,DET,,,0,,6,3B
SYN-681481,3B,Kerry,Kerry Carpenter,Carpenter,7.9,0,3000,DET@MIA,DET,MIA,,,0,,4,3B
SYN-681715,3B,Heriberto,Heriberto Hernandez,Hernandez,7.4,0,3000,MIA@DET,MIA,DET,,,0,,5,3B
SYN-682663,OF,Agustin,Agustin Ramirez,Ramirez,8.41,0,3000,MIA@DET,MIA,DET,,,0,,2,OF
SYN-682985,2B,Riley,Riley Greene,Greene,8.27,0,3000,DET@MIA,DET,MIA,,,0,,5,2B
SYN-690993,OF,Colt,Colt Keith,Keith,7.93,0,3000,DET@MIA,DET,MIA,,,0,,1,OF
SYN-691277,2B,Deyvison,Deyvison De Los Santos,De Los Santos,5.2,0,3000,MIA@DET,MIA,DET,,,0,,8,2B
SYN-691594,SS,Javier,Javier Sanoja,Sanoja,6.39,0,3000,MIA@DET,MIA,DET,,,0,,9,SS
SYN-693307,OF,Dillon,Dillon Dingler,Dingler,6.95,0,3000,DET@MIA,DET,MIA,,,0,,6,OF
SYN-805300,3B,Jakob,Jakob Marsee,Marsee,8.13,0,3000,MIA@DET,MIA,DET,,,0,,3,3B
SYN-805808,C/1B,Kevin,Kevin McGonigle,McGonigle,7.78,0,3000,DET@MIA,DET,MIA,,,0,,2,C/1B
SYN-545361,OF,Mike,Mike Trout,Trout,10.3,0,3200,LAA@CIN,LAA,CIN,,,0,,2,OF
SYN-553993,C/1B,Eugenio,Eugenio Suarez,Suarez,9.35,0,3100,CIN@LAA,CIN,LAA,,,0,,5,C/1B
SYN-600869,C/1B,Jeimer,Jeimer Candelario,Candelario,7.99,0,3000,LAA@CIN,LAA,CIN,,,0,,8,C/1B
SYN-624585,C/1B,Jorge,Jorge Soler,Soler,8.53,0,3000,LAA@CIN,LAA,CIN,,,0,,4,C/1B
SYN-660162,C/1B,Yoan,Yoan Moncada,Moncada,8.56,0,3000,LAA@CIN,LAA,CIN,,,0,,5,C/1B
SYN-663647,3B,Ke'Bryan,Ke'Bryan Hayes,Hayes,7.2,0,3000,CIN@LAA,CIN,LAA,,,0,,9,3B
SYN-663886,2B,Tyler,Tyler Stephenson,Stephenson,7.99,0,3000,CIN@LAA,CIN,LAA,,,0,,8,2B
SYN-666176,OF,Jo,Jo Adell,Adell,9.69,0,3100,LAA@CIN,LAA,CIN,,,0,,3,OF
SYN-666181,OF,Will,Will Benson,Benson,8.95,0,3100,CIN@LAA,CIN,LAA,,,0,,7,OF
SYN-668715,OF,Spencer,Spencer Steer,Steer,9.11,0,3100,CIN@LAA,CIN,LAA,,,0,,6,OF
SYN-669326,3B,Bryce,Bryce Teodosio,Teodosio,6.06,0,3000,LAA@CIN,LAA,CIN,,,0,,9,3B
SYN-670770,OF,TJ,TJ Friedl,Friedl,9.7,0,3100,CIN@LAA,CIN,LAA,,,0,,1,OF
SYN-672724,C/1B,Oswald,Oswald Peraza,Peraza,7.62,0,3000,LAA@CIN,LAA,CIN,,,0,,6,C/1B
SYN-680574,2B,Matt,Matt McLain,McLain,9.88,0,3100,CIN@LAA,CIN,LAA,,,0,,2,2B
SYN-681351,OF,Logan,Logan O'Hoppe,O'Hoppe,7.45,0,3000,LAA@CIN,LAA,CIN,,,0,,7,OF
SYN-682829,C/1B,Elly,Elly De La Cruz,De La Cruz,10.07,0,3200,CIN@LAA,CIN,LAA,,,0,,3,C/1B
SYN-687263,OF,Zach,Zach Neto,Neto,10.82,0,3200,LAA@CIN,LAA,CIN,,,0,,1,OF
SYN-701398,SS,Sal,Sal Stewart,Stewart,8.76,0,3100,CIN@LAA,CIN,LAA,,,0,,4,SS
